,High-Low Pass,HPSS,TimbreClustering,Repet,FT2D,RepetSim,model_20220127_long_train_sd+ds,model_20220207_aug=8_4k,model_20220202_quick,model_20220101_init,model_20220206_90x2_2.3M_4k_L2,model_20220206_90x2_2.3M_4k_L2_long,model_20220202_100x2_2.3M_maxepoch,OpenUnmix UMX,Spleeter,Demucs MDX Q,Demucs MDX,Demucs MDX EXTRA,Demucs MDX EXTRA Q,Ideal Binary Mask,Ideal Ratio Mask
21,-0.1330935185247521,-3.3880998814329084,1.7317512553492007,2.887596024593253,3.1866917705559663,3.842036706023672,8.337425517726153,8.6802021256369,9.219770787185626,10.417833636378258,10.656072378600038,10.697785763055718,11.350244932028628,,12.673037423360686,10.877113294896189,10.836488509916888,15.96439198130708,15.79681204572531,16.96413481315947,18.283031861525107
22,-6.927251637225012,-4.9589470155578494,0.4369432309993615,3.370091508531549,2.7506713400250025,1.4989230972552092,2.7642798431355926,3.805645925225997,3.05191313017538,2.699814013791986,4.097441691908502,4.0698643559069305,4.088516666702568,7.393956332698881,8.239569088677,8.98713201779918,8.547012893607217,10.874413400243554,10.839444415993746,12.563761304329592,13.813552035846907
23,-8.346903084521536,-6.515617434911057,-1.3620600984984133,-1.183092559643633,-0.1053721195961263,0.4902021068668646,4.074723862663866,6.048839680772415,4.556870662198392,4.911282934913088,6.05384314386998,5.948130760506349,6.297477686342425,7.65669373013149,8.793288152417347,10.377177412573246,10.485538286186124,11.828133864222885,11.625858038016396,12.613106320599533,13.887052490102327
24,-13.060802145134234,-4.485860708444106,-3.4649310409892644,-1.9831770456992197,-1.1163020705749165,-0.6476654743826221,0.2626548134419936,-0.0319320609260465,0.1086076000343762,0.7812401750055098,0.7614518112205295,0.7962683627196886,0.3718044327088003,3.70535993363768,5.812761188212005,6.7353289403183805,6.576485297458742,10.169083915799614,10.421998971577851,11.389307251965851,12.87371263716522
25,-5.515550876115316,-3.576819728767228,-3.0101000681847445,-2.33037202920792,-1.5056249312317598,0.148955258305203,0.6283402771488176,2.695204384812828,0.8136614608846928,2.211523384711928,3.137924643363264,3.0340489998062967,3.898290014163621,6.822221682796485,5.7569553597733565,8.802819781366402,8.823675706102765,10.99645238133236,11.213295499540877,12.514228662562026,13.781648438306895
26,-5.807100510181151,-4.369831347918252,-2.486100005689119,-1.8784459299579943,-1.3094050194683915,-0.9686702402723614,0.7225538044983997,0.7151883355749111,2.601919437249835,2.740818184426961,3.6133155644075226,3.387333934537358,3.797198347566138,,5.929890553849258,7.445889592119016,7.583332410243704,9.117651031252183,9.959043350480616,11.272811156321737,12.814556010345513
27,-22.321575368801696,-26.16268932841834,-22.806253705045435,-16.762907009525673,-20.257812185551387,-12.66699611616623,-21.15088853493141,-28.61265585406604,-21.813903630121118,-19.53440433956109,-28.11901047184845,-23.42920985095489,-24.075685249036678,-12.27552486180918,-16.97286773906933,-21.64299350683299,-16.29089242988448,-0.9218980337124486,0.8932739280345088,5.403106275058651,7.448162819166372
28,-14.224545787167196,-20.45321105610848,-16.22279055082403,-13.04946876238376,-12.61919323329133,-13.292710432519064,-8.615339436308327,-10.14077745941427,-9.65283998986244,-9.032101708203797,-5.257274109842936,-5.097970310738255,-6.38952159218213,-6.708330678743984,-4.610821641850138,-3.9035367495784064,-0.9192022012839872,5.427271500297722,5.227890564257816,8.431070632187877,10.091856039704904
29,-8.279284414300928,-18.46763744170001,-6.797954030297161,0.033207735819362,-0.5382892006492026,0.0650163616109646,0.1751468249348828,1.3889258951785688,1.8346572176546352,-2.674110406805056,0.0599711529346401,0.761772808269793,0.7708035699806033,3.4580260516283654,6.976308073463337,7.257401116362665,7.105245664922682,10.67266367917102,10.490904691924609,12.03939110782757,13.363981115530772
3,-19.71612159131204,-7.472167461552285,-4.889493952251785,-1.4622145656738248,-1.0895925279330207,-0.0225807045049181,-2.630117285349053,-1.1166040296876256,-2.6175999195644755,-1.1586208565686298,-0.0868356605679232,0.1348026811949658,-0.2052839949020222,5.392734185414614,5.809772421574708,8.29758933942271,8.309984410773392,11.881347909819311,11.5986451036261,11.360467083047338,12.641563950347605
30,-11.646659891867388,-7.319477742815434,-3.455486865982602,-3.262518768371693,-3.2350253013379344,-2.063840799116477,-2.356973994220566,-5.271566582553431,-2.4961858934834256,-1.400513899208203,-1.318487580674026,-1.1352827897514144,-3.237503756665328,2.721452223489455,1.791828775326649,3.979529237166879,3.989749842509488,5.434696831520197,5.5663712298016375,7.898588149193433,9.321708524243526
31,-13.834110411892611,-2.8952617988551106,-0.3696396626602224,0.3585494728070663,1.0383717214863066,0.4677421640728322,3.0008729513645,5.332150989037238,4.039301637075964,4.010352876483117,6.799098270332761,7.57025518860196,5.840903319335893,7.862177653135502,11.282821361388615,12.082426926590047,12.288349737676036,14.452675326808636,14.419671754036893,16.108655006474777,17.539641227906387
32,-9.401892418042635,-6.466486264409267,-4.548720283167844,-4.319006290006887,-3.9862732302996458,-3.1410792467844795,-0.6362401593292709,1.0633948143229204,0.5096198847507083,-0.3640247720822121,2.508513640602177,2.15086097698817,2.209177684610079,4.515772099504111,5.695982854274881,7.753139584734076,7.883260914121225,8.486307579511948,8.22455802331883,9.494282961396832,10.845486513000624
33,-8.012880546368084,-11.46183316240893,-6.763752114282394,-6.689508065032943,-6.10748597658435,-3.6474687323014106,0.740429916413258,1.9456616013486396,0.9755471668394036,0.8353842348401768,2.569499284667605,2.486145566193733,2.789860227119135,5.285624437755313,6.745322516919528,9.124535546766287,9.209307546751122,9.814227900954688,9.512384156728816,10.16968285138943,11.39536917613411
34,-7.159209577454714,-4.281533216486946,4.3183036899493,2.0318100948734594,5.157425333838049,5.737096876763048,5.966468216354822,6.60006999708015,6.00735655831389,5.670734405916789,6.877554905291904,6.718583752122593,6.430662664373519,8.027833221304194,8.519344244388193,11.21874715805292,11.397431772053476,14.253692966777605,14.184289568068555,14.011131267533706,15.183669483832498
35,-3.226733064809536,-5.061700997243464,0.7605249296962204,-0.5995466845491543,-0.2007843973648768,0.2440994643412717,5.13205118430511,8.311726266210814,6.394771071260941,5.763351273303245,8.458491149561056,8.076701877216346,8.196019021707638,7.981670898471166,8.353438084448367,10.118936441516112,10.158854165930183,11.1830582537295,11.13670112527917,12.681136088620642,13.962855482714293
36,-20.442926306252865,-14.556691655469752,-10.693455159444325,-7.9027869848062045,-6.340378768824641,-5.870724269196735,-20.26454091195996,-34.91061073552736,-15.59053307800956,-18.2556508223962,-18.08723664747489,-21.88892844003067,-13.643943032742223,,-11.895515160691742,-5.226221345780029,-4.659066558940326,2.429131021931188,4.476383279693493,6.012127841276322,7.874929738992568
37,-7.748551201377037,-11.018716116133987,-7.235066762731617,-5.046597482393922,-4.821814581545384,-4.7777226423954,-4.17473700584346,-4.489320638669965,-3.553859217010525,-5.350986172100028,-4.763016665780768,-4.6004044105314925,-3.018525423244136,1.0605427537597123,2.176299829732598,4.372968045960855,4.209456852087909,7.046853909227666,7.257886088061192,7.641613073122933,8.995912938798785
38,-20.76951400828321,-3.432003977308444,-0.3712556888387684,0.3582483602035283,0.9969437625653136,-1.0796272500904325,1.3832059446334757,3.8642847270717056,1.6461072226786146,3.0394117349422185,5.310597043262276,5.111144553257888,3.9928366296611655,,6.11180445373342,7.6821380556783,7.539614193093866,8.984306684372495,9.226679708144433,10.674154559908104,12.118726815281466
39,-6.730669314506996,-7.267193656629118,-3.8916304523211367,-1.9937592754482103,-1.213968630645316,0.0084441575366228,0.1362122694263081,4.016540752694391,1.3904960263738313,1.547635148361591,3.958134319282536,4.824569348536562,4.702412213298817,,6.337777295911112,8.670297684867442,8.884184000531313,10.47338393869476,10.367534055975774,11.15950939177402,12.438190177298065
4,-15.000458336983373,-7.442022145156304,-4.246437144614864,-5.416512632133943,-4.580974342613255,-3.115016960581591,-12.187017965600369,-9.659552022903837,-12.678199091887787,-12.625062062223328,-10.237490004810226,-7.750469007857972,-9.173521930813935,,4.493982349304959,7.361937976394533,7.460765114141566,9.337697341207468,9.381763296586255,11.146262965483908,12.417212645340983
40,-9.066132833306806,-5.342843501798869,-1.874602945431341,-0.1351042049559028,0.5520731987647235,0.5360871470616547,4.630594753519958,4.642890994272373,4.163451704471644,4.764579569200337,5.263603298349059,5.298796807395691,5.2755362973767,1.2005806157614032,4.649982118885947,5.098002323709268,5.1061333620799445,8.169813318690899,8.628138178914263,11.01886798433766,12.230111195150926
41,-11.470765385890532,-5.476552985430288,-2.0111199048899486,-3.1624021332111125,-1.935931622179094,-1.2556920649502534,-0.1413953437566769,-2.1320119988636668,0.5982660964284676,-0.701951717417963,1.1289626206018122,1.187229472425004,-0.4662647532019843,0.9575396851229856,3.602032502248908,3.334439569269122,3.1166494353826675,5.651185241810456,6.645920172222056,9.252579665344378,10.67191677864367
42,-7.98703523962531,-7.20047475063717,-2.5079113422082235,-3.360633706455688,-2.9456415037446666,-0.463301684902495,1.9506510805750628,1.922857586161249,1.7991324125079269,2.5250600732973427,3.035870441589833,3.2399525896337016,3.4141755073000937,,6.9934160757396695,8.810211243263236,8.756669032983783,9.676544659717004,9.459594021063175,10.513638318147894,11.781167011233968
43,-15.200937054796128,-11.928258931084304,-4.318723363394147,-5.414543208987327,-5.174363063807293,-4.587088958773888,3.035345525168021,6.494165461790834,4.318559509708474,4.28469469135125,7.309576236815674,7.339991322650473,7.386512539839629,8.53906890793386,9.4883143149693,11.150558665355174,11.378429012323789,12.290524052627775,11.913012932857232,12.56724201342672,13.829025009855531
44,-3.8456221561620314,-6.538542589772051,0.9671474532066864,0.3597019669256217,1.4935031635097684,2.9749292035696167,6.691416417660497,6.365381550485349,7.137514220038478,7.320312592550114,5.527523363434341,5.447623025676901,6.122878177797705,,9.524412786001896,10.438354945623786,10.481728801001584,12.670325984271344,13.253831427381929,15.018573302880933,16.302690120012507
45,-6.217773437070203,-14.64200170879464,-12.705302385324469,-8.48307370193687,-8.640814207344658,-5.543395488717584,0.5688629153948733,-1.8543037096264765,0.420632214371706,0.8727848250658333,0.181268417179611,0.3158155225892462,1.3546329443528082,1.9424928364225356,1.2864162945984428,3.861125366807789,3.906455343225614,4.534070296932711,4.55085491007603,6.489472486052112,7.999466893258344
46,-9.183842713920448,-7.36728844763712,-6.84629177837199,-5.347831212857743,-4.491363157984088,-2.8922283981693715,1.5506932455893188,4.013624819836597,4.17258032178143,3.526920950601627,5.76926657385282,5.1629614099174255,5.417599518098339,7.935249655588271,8.011078204325887,10.312491153674795,10.374051623609525,11.37076327428296,11.288759233615233,12.49850525020247,14.109248620793116
47,-5.210448558953156,-3.0847695070369268,1.0717997779676045,2.864249504911234,3.9017246734825326,3.661796144674168,5.148326193349404,6.178518902262198,5.186771802485768,5.120324406738938,6.486409513321023,6.127887969142826,6.430291827407125,6.896475074309289,8.077708294391703,8.683391111065376,8.752141078061005,10.616850613170277,10.770715400698354,12.804443078990014,14.11645726687516
48,-9.332149897761791,-11.885924661701091,-7.633988459645689,-6.437602706770241,-6.1507034114476,-5.347418331025686,-1.7206329784803205,1.332827957067437,-3.5615849946912244,-2.0189951151916743,0.6700747643577114,0.4569040456207266,-0.0478634947182429,4.01695456149121,2.979802522003488,5.173395615260319,5.305192588006413,6.235620200771191,6.156705082031978,8.377864367962758,9.746365674069049
49,-10.782558934088067,-3.5051703541028667,-2.3986302972550693,-1.7064261568838823,-0.5696222689676234,-0.0103373082366029,2.5458610393017067,1.9252299333625216,2.154453759941945,2.859099598417961,3.129871926590324,3.651118015105132,2.508222552473685,6.43771855859212,5.940341769749447,7.900289921494899,8.007120817597476,9.205692750919694,9.073206877175206,10.372880099100083,11.729800515062324
5,-13.659335488686082,-7.84512707214183,-0.0440786428458294,-0.625516415739324,-0.1450339207045111,0.5775530716913081,6.061600568550159,7.052623794415348,5.74772701324364,5.614046590248112,7.400647447088922,7.457414059404868,7.64860331706311,8.963571163301188,9.660441868673171,11.258264433500925,11.28780829271632,12.185217691075817,11.985964060110568,13.205002808808612,14.502949024491716
6,-7.796611504398736,-6.661084910590492,-6.1067809246224485,-5.237512319461677,-4.845920699812313,-2.9031753313808064,-1.1515174692773134,-2.318330104078421,-0.5736254681916767,-1.1007360785857547,-0.9647938569327326,-0.8389499223946019,0.0746461540040912,1.911009036768437,2.6240209731364814,3.696181977335296,3.92723758391558,5.521551548028436,5.755991841860229,7.981550518231639,9.513946840903028
7,-9.726112176003216,-8.689790240070145,-3.0478702602408703,-3.2907621684145125,-2.8174731848251184,-2.344813489692556,-0.0856835239505688,0.1073093780613863,0.2586681132689966,0.6351080203628499,2.191720573822648,2.2483912025097896,1.78979846520037,7.231438947939599,6.457772181578967,9.091510757289306,9.158755454553043,10.004804358528803,9.684558203164674,10.3279956800865,11.649058835958089
8,-7.890555245619302,-11.143131921120542,-5.813597539267098,-5.789194169595628,-5.024066141887249,-3.6550272213677726,-1.493239266051859,-0.6090274175059353,-2.7475615044114883,-0.6358847062181427,0.1888030580490571,-0.0586837980944385,0.0610797581533105,0.3972348200241477,0.6135715287616491,3.788067861052368,3.6901993097098167,6.079515997006068,6.425948478478072,8.114659326699101,9.493189933118384
9,-13.959995701953757,-2.372912971128184,-0.8585927843490727,-0.3984789031630456,0.2772059579961092,0.4693609431603318,2.028994431909801,1.094454017196807,1.7844461071490303,1.956269725542842,2.9518531542642075,2.555992330013904,3.0670241006891903,3.8685989735546,5.218160489341757,6.222236812972453,5.771690677337498,8.111120982638253,8.255159621855139,9.82684615674716,11.22631207526003
